Composition,
Date Added,1985-06-28
Formula,
Grain Size Description,<500.0um
Grain Size,(0.0 - 500.0)
Locality,
Minimum Wavelength,400
Sample Name,Basalt Powder 
Maximum Wavelength,800
Database of Origin,RELAB
Other Information,Basalt
References,
Resolution,10.0
Material class,Rock
Sample Description,Basalt powder used in high temp exp.  
Sample ID,T3RS17
Original Sample ID,RS-CMP-017
Viewing Geometry,30.0° / 0.0°
Wavelength,Response
400.0,0.14737
410.0,0.15128
420.0,0.15363
430.0,0.15682
440.0,0.16546
450.0,0.16662
460.0,0.16857
470.0,0.17101
480.0,0.17275
490.0,0.17494
500.0,0.17923
510.0,0.18099
520.0,0.18438
530.0,0.1869
540.0,0.18919
550.0,0.19151
560.0,0.18842
570.0,0.19052
580.0,0.1925
590.0,0.19418
600.0,0.19604
610.0,0.19769
620.0,0.1995
630.0,0.20126
640.0,0.20321
650.0,0.2058
660.0,0.20812
670.0,0.21018
680.0,0.21301
690.0,0.21473
700.0,0.21674
710.0,0.21776
720.0,0.21849
730.0,0.21844
740.0,0.21897
750.0,0.21871
760.0,0.2177
770.0,0.2179
780.0,0.21709
790.0,0.21585
800.0,0.21487
