Composition,
Date Added,2021-12-20
Formula,
Grain Size Description,<25.0um
Grain Size,"(0.0, 25.0)"
Locality,"Tagish Lake, Canada "
Minimum Wavelength,350
Sample Name,Tagish Lake ET01-B + PMO-5c <25 um
Maximum Wavelength,850
Database of Origin,RELAB
Other Information,
References,
Resolution,50.0
Material class,Rock
Sample Description,
Sample ID,CAMT25A
Original Sample ID,MT-TXH-025-A
Viewing Geometry,15.0° / 0.0°
Wavelength,Response
350.0,0.022768
400.0,0.022993
450.0,0.024766
500.0,0.026478
550.0,0.02827
600.0,0.029684
650.0,0.030986
700.0,0.032188
750.0,0.033382
800.0,0.034483
850.0,0.035419
