Composition,
Date Added,1984-12-11
Formula,
Grain Size Description,<250.0um
Grain Size,0.0 - 250.0
Locality,
Minimum Wavelength,637
Sample Name,Enstatite 
Maximum Wavelength,2587
Database of Origin,ReLab
Other Information,
References,
Resolution,50.0
Material Class,Mineral
Sample Description,"Ordered from Ward's, prepared by DAC  "
Sample ID,D4PE10
Original Sample ID,PE-CMP-010
Viewing Geometry,30.0° / 0.0°
Wavelength,Response
637.0,529.71
687.0,533.86
737.0,503.33
787.0,391.2
837.0,274.72
887.0,220.11
937.0,224.48
987.0,299.3
1037.0,435.23
1087.0,543.34
1137.0,591.55
1187.0,615.12
1237.0,629.25
1287.0,635.82
1337.0,626.68
1387.0,574.78
1437.0,553.05
1487.0,509.98
1537.0,459.01
1587.0,411.49
1637.0,369.52
1687.0,337.03
1737.0,313.44
1787.0,298.17
1837.0,293.07
1887.0,292.46
1937.0,304.58
1987.0,330.4
2037.0,364.12
2087.0,405.92
2137.0,452.16
2187.0,490.07
2237.0,520.94
2287.0,491.53
2337.0,541.56
2387.0,549.02
2437.0,554.55
2487.0,551.69
2537.0,547.75
2587.0,543.04
