Composition,
Date Added,2018-03-28
Formula,
Grain Size Description,<45.0um
Grain Size,"(0.0, 45.0)"
Locality,Tanzania
Minimum Wavelength,320
Sample Name,Tanzanian orthopyroxene <45 um
Maximum Wavelength,880
Database of Origin,RELAB
Other Information,Pyroxene Orthopyroxene
References,
Resolution,20.0
Material class,Mineral
Sample Description,For a photometric study
Sample ID,K60YZ10
Original Sample ID,YZ-REM-010
Viewing Geometry,60.0° / 0.0°
Wavelength,Response
320.0,0.427195
340.0,0.488723
360.0,0.58796
380.0,0.666947
400.0,0.68558
420.0,0.736032
440.0,0.730072
460.0,0.742512
480.0,0.747639
500.0,0.760683
520.0,0.780205
540.0,0.774124
560.0,0.789981
580.0,0.80085
600.0,0.81769
620.0,0.826241
640.0,0.836196
660.0,0.841697
680.0,0.832552
700.0,0.830482
720.0,0.832972
740.0,0.805156
760.0,0.769178
780.0,0.700214
800.0,0.63315
820.0,0.5533
840.0,0.491719
860.0,0.434902
880.0,0.398577
