Composition,
Date Added,1988-02-12
Formula,
Grain Size Description,<75.0um
Grain Size,45.0 - 75.0
Locality,
Minimum Wavelength,610
Sample Name,Magnetite 45-75 um
Maximum Wavelength,1590
Database of Origin,ReLab
Other Information,
References,
Resolution,20.0
Material Class,Mineral
Sample Description,Magnetite for Steve's mixing experiment   
Sample ID,RJPM12
Original Sample ID,PM-CMP-012
Viewing Geometry,55.0° / 0.0°
Wavelength,Response
610.0,57.8
630.0,56.9
650.0,56.7
670.0,57.4
690.0,56.2
710.0,55.7
730.0,55.0
750.0,55.5
770.0,53.9
790.0,52.6
810.0,51.5
830.0,52.0
850.0,50.2
870.0,49.8
890.0,48.6
910.0,47.5
930.0,47.0
950.0,46.6
970.0,45.8
990.0,46.2
1010.0,45.8
1030.0,45.6
1050.0,45.9
1070.0,45.8
1090.0,45.8
1110.0,46.2
1130.0,46.7
1150.0,47.1
1170.0,47.7
1190.0,48.5
1210.0,49.2
1230.0,50.6
1250.0,51.4
1270.0,52.2
1290.0,52.7
1310.0,53.8
1330.0,54.8
1350.0,55.6
1370.0,56.7
1390.0,57.6
1410.0,58.0
1430.0,59.3
1450.0,60.3
1470.0,61.8
1490.0,62.9
1510.0,65.0
1530.0,65.8
1550.0,66.7
1570.0,67.5
1590.0,68.3
