Composition,
Date Added,1985-10-15
Formula,
Grain Size Description,<250.0um
Grain Size,30.0 - 250.0
Locality,
Minimum Wavelength,700
Sample Name,Mx 90% E 10% I
Maximum Wavelength,1700
Database of Origin,ReLab
Other Information,
References,
Resolution,10.0
Material Class,Other
Sample Description,35% <30 uM 40% 30-45 15% 45-108 10% 150-250   
Sample ID,C1XE10
Original Sample ID,XE-CMP-010
Viewing Geometry,15.0° / -15.0°
Wavelength,Response
710.0,344.5
719.0,344.85
730.0,347.76
740.0,347.73
749.0,346.11
760.0,341.18
770.0,330.49
779.0,318.84
790.0,309.37
800.0,293.89
809.0,278.42
820.0,262.44
830.0,248.64
840.0,233.75
850.0,221.18
859.0,209.95
870.0,201.37
880.0,194.36
890.0,187.23
900.0,183.55
910.0,181.58
920.0,180.23
929.0,179.87
940.0,183.03
949.0,188.83
960.0,195.35
969.0,204.7
980.0,214.55
989.0,227.89
1000.0,241.97
1010.0,256.62
1020.0,272.21
1030.0,286.73
1040.0,302.99
1050.0,316.42
1060.0,327.89
1070.0,339.1
1080.0,347.38
1090.0,355.43
1100.0,361.91
1110.0,367.26
1120.0,369.27
1130.0,373.58
1140.0,376.77
1150.0,377.82
1160.0,378.75
1170.0,378.27
1180.0,380.68
1190.0,381.59
1200.0,382.81
1210.0,381.35
1220.0,380.14
1230.0,379.75
1240.0,380.56
1250.0,379.15
1260.0,379.05
1270.0,378.83
1280.0,377.48
1290.0,377.08
1300.0,377.65
1310.0,375.67
1320.0,374.78
1330.0,373.49
1340.0,370.51
1350.0,371.19
1360.0,367.73
1370.0,364.21
1380.0,364.92
1390.0,359.32
1400.0,359.23
1410.0,353.71
1420.0,356.32
1430.0,353.19
1440.0,348.03
1450.0,346.25
1460.0,343.08
1470.0,339.44
1480.0,335.32
1490.0,332.73
1500.0,329.09
1510.0,324.65
1520.0,319.46
1530.0,316.76
1540.0,311.5
1550.0,306.09
1560.0,303.43
1570.0,297.76
1580.0,295.18
1590.0,291.5
1600.0,285.32
1610.0,282.75
1620.0,278.68
1630.0,274.37
1640.0,269.86
1650.0,265.3
1660.0,263.03
1670.0,259.35
1680.0,255.76
1690.0,253.83
1700.0,249.61
