Composition,
Date Added,1985-05-24
Formula,
Grain Size Description,<0.0um
Grain Size,0.0 - 0.0
Locality,
Minimum Wavelength,400
Sample Name,Basalt Slab 
Maximum Wavelength,850
Database of Origin,ReLab
Other Information,
References,
Resolution,10.0
Material Class,Rock
Sample Description,Basalt slab from same rosck as red Taos powder  
Sample ID,C0RS16
Original Sample ID,RS-CMP-016
Viewing Geometry,-20.0° / -35.0°
Wavelength,Response
400.0,75.12
410.0,76.38
420.0,77.34
430.0,78.45
440.0,79.23
450.0,79.87
460.0,81.46
470.0,82.22
480.0,82.49
490.0,83.09
500.0,84.54
510.0,85.84
520.0,87.57
530.0,89.09
540.0,91.27
550.0,93.23
560.0,94.81
570.0,96.52
580.0,98.47
590.0,100.36
600.0,102.09
610.0,103.55
620.0,104.51
630.0,105.73
640.0,106.48
650.0,107.73
660.0,108.92
670.0,110.46
680.0,111.34
690.0,112.43
700.0,113.58
710.0,114.54
720.0,114.9
730.0,115.42
740.0,115.85
750.0,116.41
760.0,116.46
770.0,116.06
780.0,115.9
790.0,115.25
800.0,114.95
810.0,114.7
820.0,114.28
830.0,113.02
840.0,112.09
850.0,111.67
